Tiempo_s,Velocidad_kmh,Deceleracion_ms2,Energia_Disipada_kJ,Tipo_Frenado,Temperatura_Ambiente_C
511,23.333333333333336,0.0,0.0,Crucero,28.296666666666667
512,23.333333333333336,0.0,0.0,Crucero,28.293333333333333
513,23.333333333333336,0.0,0.0,Crucero,28.29
514,23.333333333333336,0.0,0.0,Crucero,28.286666666666665
515,23.333333333333336,0.0,0.0,Crucero,28.28333333333333
516,23.333333333333336,0.0,0.0,Crucero,28.28
517,23.333333333333336,0.0,0.0,Crucero,28.276666666666667
518,23.333333333333336,0.0,0.0,Crucero,28.273333333333333
519,23.333333333333336,0.0,0.0,Crucero,28.27
520,23.333333333333336,0.0,0.0,Crucero,28.266666666666666
521,23.333333333333336,0.0,0.0,Crucero,28.263333333333332
522,23.333333333333336,0.0,0.0,Crucero,28.259999999999998
523,23.333333333333336,0.0,0.0,Crucero,28.256666666666668
524,23.333333333333336,0.0,0.0,Crucero,28.253333333333334
525,23.333333333333336,0.0,0.0,Crucero,28.25
526,23.333333333333336,0.0,0.0,Crucero,28.246666666666666
527,23.333333333333336,0.0,0.0,Crucero,28.243333333333332
528,23.333333333333336,0.0,0.0,Crucero,28.24
529,23.333333333333336,0.0,0.0,Crucero,28.236666666666668
530,23.333333333333336,0.0,0.0,Crucero,28.233333333333334
531,23.333333333333336,0.0,0.0,Crucero,28.23
532,23.333333333333336,0.0,0.0,Crucero,28.226666666666667
533,23.333333333333336,0.0,0.0,Crucero,28.223333333333333
534,23.333333333333336,0.0,0.0,Crucero,28.22
535,23.333333333333336,0.0,0.0,Crucero,28.216666666666665
536,23.333333333333336,0.0,0.0,Crucero,28.213333333333335
537,23.333333333333336,0.0,0.0,Crucero,28.21
538,23.333333333333336,0.0,0.0,Crucero,28.206666666666667
539,23.333333333333336,0.0,0.0,Crucero,28.203333333333333
540,23.333333333333336,0.0,0.0,Crucero,28.2
541,23.333333333333336,0.0,0.0,Crucero,28.196666666666665
542,23.333333333333336,0.0,0.0,Crucero,28.19333333333333
543,23.333333333333336,0.0,0.0,Crucero,28.19
544,23.333333333333336,0.0,0.0,Crucero,28.186666666666667
545,23.333333333333336,0.0,0.0,Crucero,28.183333333333334
546,23.333333333333336,0.0,0.0,Crucero,28.18
547,23.333333333333336,0.0,0.0,Crucero,28.176666666666666
548,23.333333333333336,0.0,0.0,Crucero,28.173333333333332
549,23.333333333333336,0.0,0.0,Crucero,28.17
550,23.333333333333336,0.0,0.0,Crucero,28.166666666666668
551,23.333333333333336,0.0,0.0,Crucero,28.163333333333334
552,23.333333333333336,0.0,0.0,Crucero,28.16
553,23.333333333333336,0.0,0.0,Crucero,28.156666666666666
554,23.333333333333336,0.0,0.0,Crucero,28.153333333333332
555,23.333333333333336,0.0,0.0,Crucero,28.15
556,23.333333333333336,0.0,0.0,Crucero,28.14666666666667
557,23.333333333333336,0.0,0.0,Crucero,28.143333333333334
558,23.333333333333336,0.0,0.0,Crucero,28.14
559,23.333333333333336,0.0,0.0,Crucero,28.136666666666667
560,23.333333333333336,0.0,0.0,Crucero,28.133333333333333
561,23.333333333333336,0.0,0.0,Crucero,28.13
562,23.333333333333336,0.0,0.0,Crucero,28.126666666666665
563,23.333333333333336,0.0,0.0,Crucero,28.123333333333335
564,23.333333333333336,0.0,0.0,Crucero,28.12
565,23.333333333333336,0.0,0.0,Crucero,28.116666666666667
566,23.333333333333336,0.0,0.0,Crucero,28.113333333333333
567,23.333333333333336,0.0,0.0,Crucero,28.11
568,23.333333333333336,0.0,0.0,Crucero,28.106666666666666
569,23.333333333333336,0.0,0.0,Crucero,28.10333333333333
570,23.333333333333336,0.0,0.0,Crucero,28.1
571,23.333333333333336,0.0,0.0,Crucero,28.096666666666668
572,23.333333333333336,0.0,0.0,Crucero,28.093333333333334
573,23.333333333333336,0.0,0.0,Crucero,28.09
574,23.333333333333336,0.0,0.0,Crucero,28.086666666666666
575,23.333333333333336,0.0,0.0,Crucero,28.083333333333332
576,23.333333333333336,0.0,0.0,Crucero,28.08
577,23.333333333333336,0.0,0.0,Crucero,28.076666666666668
578,23.333333333333336,0.0,0.0,Crucero,28.073333333333334
579,23.333333333333336,0.0,0.0,Crucero,28.07
580,23.333333333333336,0.0,0.0,Crucero,28.066666666666666
581,23.333333333333336,0.0,0.0,Crucero,28.063333333333333
582,23.333333333333336,0.0,0.0,Crucero,28.06
583,23.333333333333336,0.0,0.0,Crucero,28.056666666666665
584,23.333333333333336,0.0,0.0,Crucero,28.053333333333335
585,23.333333333333336,0.0,0.0,Crucero,28.05
586,23.333333333333336,0.0,0.0,Crucero,28.046666666666667
587,23.333333333333336,0.0,0.0,Crucero,28.043333333333333
588,23.333333333333336,0.0,0.0,Crucero,28.04
589,23.333333333333336,0.0,0.0,Crucero,28.036666666666665
590,23.333333333333336,0.0,0.0,Crucero,28.03333333333333
591,23.333333333333336,0.0,0.0,Crucero,28.03
592,23.333333333333336,0.0,0.0,Crucero,28.026666666666667
593,23.333333333333336,0.0,0.0,Crucero,28.023333333333333
594,23.333333333333336,0.0,0.0,Crucero,28.02
595,23.333333333333336,0.0,0.0,Crucero,28.016666666666666
596,23.333333333333336,0.0,0.0,Crucero,28.013333333333332
597,23.333333333333336,0.0,0.0,Crucero,28.009999999999998
598,23.333333333333336,0.0,0.0,Crucero,28.006666666666668
599,23.333333333333336,0.0,0.0,Crucero,28.003333333333334
600,23.333333333333336,0.0,0.0,Crucero,28.0
601,23.333333333333336,0.0,0.0,Crucero,27.996666666666666
602,23.333333333333336,0.0,0.0,Crucero,27.993333333333332
603,23.333333333333336,0.0,0.0,Crucero,27.99
604,23.333333333333336,0.0,0.0,Crucero,27.986666666666665
605,23.333333333333336,0.0,0.0,Crucero,27.983333333333334
606,23.333333333333336,0.0,0.0,Crucero,27.98
607,23.333333333333336,0.0,0.0,Crucero,27.976666666666667
608,23.333333333333336,0.0,0.0,Crucero,27.973333333333333
609,23.333333333333336,0.0,0.0,Crucero,27.97
610,23.333333333333336,0.0,0.0,Crucero,27.966666666666665
611,23.333333333333336,0.0,0.0,Crucero,27.963333333333335
612,23.333333333333336,0.0,0.0,Crucero,27.96
613,23.333333333333336,0.0,0.0,Crucero,27.956666666666667
614,23.333333333333336,0.0,0.0,Crucero,27.953333333333333
615,23.333333333333336,0.0,0.0,Crucero,27.95
616,23.333333333333336,0.0,0.0,Crucero,27.946666666666665
617,23.333333333333336,0.0,0.0,Crucero,27.943333333333335
618,23.333333333333336,0.0,0.0,Crucero,27.94
619,23.333333333333336,0.0,0.0,Crucero,27.936666666666667
620,23.333333333333336,0.0,0.0,Crucero,27.933333333333334
621,23.333333333333336,0.0,0.0,Crucero,27.93
622,23.333333333333336,0.0,0.0,Crucero,27.926666666666666
623,23.333333333333336,0.0,0.0,Crucero,27.923333333333332
624,23.333333333333336,0.0,0.0,Crucero,27.92
625,23.333333333333336,0.0,0.0,Crucero,27.916666666666668
626,23.333333333333336,0.0,0.0,Crucero,27.913333333333334
627,23.333333333333336,0.0,0.0,Crucero,27.91
628,23.333333333333336,0.0,0.0,Crucero,27.906666666666666
629,23.333333333333336,0.0,0.0,Crucero,27.903333333333332
630,23.333333333333336,0.0,0.0,Crucero,27.9
631,23.333333333333336,0.0,0.0,Crucero,27.89666666666667
632,23.333333333333336,0.0,0.0,Crucero,27.893333333333334
633,23.333333333333336,0.0,0.0,Crucero,27.89
634,23.333333333333336,0.0,0.0,Crucero,27.886666666666667
635,23.333333333333336,0.0,0.0,Crucero,27.883333333333333
636,23.333333333333336,0.0,0.0,Crucero,27.88
637,23.333333333333336,0.0,0.0,Crucero,27.876666666666665
638,23.333333333333336,0.0,0.0,Crucero,27.873333333333335
639,23.333333333333336,0.0,0.0,Crucero,27.87
640,23.333333333333336,0.0,0.0,Crucero,27.866666666666667
641,23.333333333333336,0.0,0.0,Crucero,27.863333333333333
642,23.333333333333336,0.0,0.0,Crucero,27.86
643,23.333333333333336,0.0,0.0,Crucero,27.856666666666666
644,23.333333333333336,0.0,0.0,Crucero,27.85333333333333
645,23.333333333333336,0.0,0.0,Crucero,27.85
646,23.333333333333336,0.0,0.0,Crucero,27.846666666666668
647,23.333333333333336,0.0,0.0,Crucero,27.843333333333334
648,23.333333333333336,0.0,0.0,Crucero,27.84
649,23.333333333333336,0.0,0.0,Crucero,27.836666666666666
650,23.333333333333336,0.0,0.0,Crucero,27.833333333333332
651,23.333333333333336,0.0,0.0,Crucero,27.83
652,23.333333333333336,0.0,0.0,Crucero,27.826666666666668
653,23.333333333333336,0.0,0.0,Crucero,27.823333333333334
654,23.333333333333336,0.0,0.0,Crucero,27.82
655,23.333333333333336,0.0,0.0,Crucero,27.816666666666666
656,23.333333333333336,0.0,0.0,Crucero,27.813333333333333
657,23.333333333333336,0.0,0.0,Crucero,27.81
658,23.333333333333336,0.0,0.0,Crucero,27.806666666666665
659,23.333333333333336,0.0,0.0,Crucero,27.803333333333335
660,23.333333333333336,0.0,0.0,Crucero,27.8
661,23.333333333333336,0.0,0.0,Crucero,27.796666666666667
662,23.333333333333336,0.0,0.0,Crucero,27.793333333333333
663,23.333333333333336,0.0,0.0,Crucero,27.79
664,23.333333333333336,0.0,0.0,Crucero,27.786666666666665
665,23.333333333333336,0.0,0.0,Crucero,27.78333333333333
666,23.333333333333336,0.0,0.0,Crucero,27.78
667,23.333333333333336,0.0,0.0,Crucero,27.776666666666667
668,23.333333333333336,0.0,0.0,Crucero,27.773333333333333
669,23.333333333333336,0.0,0.0,Crucero,27.77
670,23.333333333333336,0.0,0.0,Crucero,27.766666666666666
671,23.333333333333336,0.0,0.0,Crucero,27.763333333333332
672,23.333333333333336,0.0,0.0,Crucero,27.759999999999998
673,23.333333333333336,0.0,0.0,Crucero,27.756666666666668
674,23.333333333333336,0.0,0.0,Crucero,27.753333333333334
675,23.333333333333336,0.0,0.0,Crucero,27.75
676,23.333333333333336,0.0,0.0,Crucero,27.746666666666666
677,23.333333333333336,0.0,0.0,Crucero,27.743333333333332
678,23.333333333333336,0.0,0.0,Crucero,27.74
679,23.333333333333336,0.0,0.0,Crucero,27.736666666666665
680,23.333333333333336,0.0,0.0,Crucero,27.733333333333334
681,23.333333333333336,0.0,0.0,Crucero,27.73
682,23.333333333333336,0.0,0.0,Crucero,27.726666666666667
683,23.333333333333336,0.0,0.0,Crucero,27.723333333333333
684,23.333333333333336,0.0,0.0,Crucero,27.72
685,23.333333333333336,0.0,0.0,Crucero,27.716666666666665
686,23.333333333333336,0.0,0.0,Crucero,27.713333333333335
687,23.333333333333336,0.0,0.0,Crucero,27.71
688,23.333333333333336,0.0,0.0,Crucero,27.706666666666667
689,23.333333333333336,0.0,0.0,Crucero,27.703333333333333
690,23.333333333333336,0.0,0.0,Crucero,27.7
691,23.333333333333336,0.0,0.0,Crucero,27.696666666666665
692,23.333333333333336,0.0,0.0,Crucero,27.693333333333335
693,23.333333333333336,0.0,0.0,Crucero,27.69
694,23.333333333333336,0.0,0.0,Crucero,27.686666666666667
695,23.333333333333336,0.0,0.0,Crucero,27.683333333333334
696,23.333333333333336,0.0,0.0,Crucero,27.68
697,23.333333333333336,0.0,0.0,Crucero,27.676666666666666
698,23.333333333333336,0.0,0.0,Crucero,27.673333333333332
699,23.333333333333336,0.0,0.0,Crucero,27.67
700,60.0,-1.8518518518518523,7.716049382716053,Suave,27.666666666666668
701,50.0,-1.8518518518518523,7.716049382716053,Suave,27.663333333333334
702,40.0,-1.8518518518518523,7.716049382716053,Suave,27.66
703,40.0,0.0,0.0,Crucero,27.656666666666666
704,40.0,0.0,0.0,Crucero,27.653333333333332
705,40.0,0.0,0.0,Crucero,27.65
706,40.0,0.0,0.0,Crucero,27.64666666666667
707,40.0,0.0,0.0,Crucero,27.643333333333334
708,40.0,0.0,0.0,Crucero,27.64
709,40.0,0.0,0.0,Crucero,27.636666666666667
710,40.0,0.0,0.0,Crucero,27.633333333333333
711,40.0,0.0,0.0,Crucero,27.63
712,40.0,0.0,0.0,Crucero,27.626666666666665
713,40.0,0.0,0.0,Crucero,27.623333333333335
714,40.0,0.0,0.0,Crucero,27.62
715,40.0,0.0,0.0,Crucero,27.616666666666667
716,40.0,0.0,0.0,Crucero,27.613333333333333
717,40.0,0.0,0.0,Crucero,27.61
718,40.0,0.0,0.0,Crucero,27.606666666666666
719,40.0,0.0,0.0,Crucero,27.60333333333333
720,40.0,0.0,0.0,Crucero,27.6
721,40.0,0.0,0.0,Crucero,27.596666666666668
722,40.0,0.0,0.0,Crucero,27.593333333333334
723,40.0,0.0,0.0,Crucero,27.59
724,40.0,0.0,0.0,Crucero,27.586666666666666
725,40.0,0.0,0.0,Crucero,27.583333333333332
726,40.0,0.0,0.0,Crucero,27.58
727,40.0,0.0,0.0,Crucero,27.576666666666668
728,40.0,0.0,0.0,Crucero,27.573333333333334
729,40.0,0.0,0.0,Crucero,27.57
730,40.0,0.0,0.0,Crucero,27.566666666666666
731,40.0,0.0,0.0,Crucero,27.563333333333333
732,40.0,0.0,0.0,Crucero,27.56
733,40.0,0.0,0.0,Crucero,27.556666666666665
734,40.0,0.0,0.0,Crucero,27.553333333333335
735,40.0,0.0,0.0,Crucero,27.55
736,40.0,0.0,0.0,Crucero,27.546666666666667
737,40.0,0.0,0.0,Crucero,27.543333333333333
738,40.0,0.0,0.0,Crucero,27.54
739,40.0,0.0,0.0,Crucero,27.536666666666665
740,40.0,0.0,0.0,Crucero,27.53333333333333
741,40.0,0.0,0.0,Crucero,27.53
742,40.0,0.0,0.0,Crucero,27.526666666666667
743,40.0,0.0,0.0,Crucero,27.523333333333333
744,40.0,0.0,0.0,Crucero,27.52
745,40.0,0.0,0.0,Crucero,27.516666666666666
746,40.0,0.0,0.0,Crucero,27.513333333333332
747,40.0,0.0,0.0,Crucero,27.509999999999998
748,40.0,0.0,0.0,Crucero,27.506666666666668
749,40.0,0.0,0.0,Crucero,27.503333333333334
750,50.0,-4.62962962962963,9.645061728395062,Progresivo,27.5
751,25.0,-4.62962962962963,9.645061728395062,Progresivo,27.496666666666666
752,25.0,-4.62962962962963,9.645061728395062,Progresivo,27.493333333333332
753,25.0,0.0,0.0,Crucero,27.49
754,25.0,0.0,0.0,Crucero,27.486666666666665
755,25.0,0.0,0.0,Crucero,27.483333333333334
756,25.0,0.0,0.0,Crucero,27.48
757,25.0,0.0,0.0,Crucero,27.476666666666667
758,25.0,0.0,0.0,Crucero,27.473333333333333
759,25.0,0.0,0.0,Crucero,27.47
760,25.0,0.0,0.0,Crucero,27.466666666666665
761,25.0,0.0,0.0,Crucero,27.463333333333335
762,25.0,0.0,0.0,Crucero,27.46
763,25.0,0.0,0.0,Crucero,27.456666666666667
764,25.0,0.0,0.0,Crucero,27.453333333333333
765,25.0,0.0,0.0,Crucero,27.45
766,25.0,0.0,0.0,Crucero,27.446666666666665
767,25.0,0.0,0.0,Crucero,27.443333333333335
768,25.0,0.0,0.0,Crucero,27.44
769,25.0,0.0,0.0,Crucero,27.436666666666667
770,25.0,0.0,0.0,Crucero,27.433333333333334
771,25.0,0.0,0.0,Crucero,27.43
772,25.0,0.0,0.0,Crucero,27.426666666666666
773,25.0,0.0,0.0,Crucero,27.423333333333332
774,25.0,0.0,0.0,Crucero,27.42
775,25.0,0.0,0.0,Crucero,27.416666666666668
776,25.0,0.0,0.0,Crucero,27.413333333333334
777,25.0,0.0,0.0,Crucero,27.41
778,25.0,0.0,0.0,Crucero,27.406666666666666
779,25.0,0.0,0.0,Crucero,27.403333333333332
780,25.0,0.0,0.0,Crucero,27.4
781,25.0,0.0,0.0,Crucero,27.39666666666667
782,25.0,0.0,0.0,Crucero,27.393333333333334
783,25.0,0.0,0.0,Crucero,27.39
784,25.0,0.0,0.0,Crucero,27.386666666666667
785,25.0,0.0,0.0,Crucero,27.383333333333333
786,25.0,0.0,0.0,Crucero,27.38
787,25.0,0.0,0.0,Crucero,27.376666666666665
788,25.0,0.0,0.0,Crucero,27.373333333333335
789,25.0,0.0,0.0,Crucero,27.37
790,25.0,0.0,0.0,Crucero,27.366666666666667
791,25.0,0.0,0.0,Crucero,27.363333333333333
792,25.0,0.0,0.0,Crucero,27.36
793,25.0,0.0,0.0,Crucero,27.356666666666666
794,25.0,0.0,0.0,Crucero,27.35333333333333
795,25.0,0.0,0.0,Crucero,27.35
796,25.0,0.0,0.0,Crucero,27.346666666666668
797,25.0,0.0,0.0,Crucero,27.343333333333334
798,25.0,0.0,0.0,Crucero,27.34
799,25.0,0.0,0.0,Crucero,27.336666666666666
800,25.0,0.0,0.0,Crucero,27.333333333333332
801,25.0,0.0,0.0,Crucero,27.33
802,25.0,0.0,0.0,Crucero,27.326666666666668
803,25.0,0.0,0.0,Crucero,27.323333333333334
804,25.0,0.0,0.0,Crucero,27.32
805,25.0,0.0,0.0,Crucero,27.316666666666666
806,25.0,0.0,0.0,Crucero,27.313333333333333
807,25.0,0.0,0.0,Crucero,27.31
808,25.0,0.0,0.0,Crucero,27.306666666666665
809,25.0,0.0,0.0,Crucero,27.303333333333335
810,25.0,0.0,0.0,Crucero,27.3
811,25.0,0.0,0.0,Crucero,27.296666666666667
812,25.0,0.0,0.0,Crucero,27.293333333333333
813,25.0,0.0,0.0,Crucero,27.29
814,25.0,0.0,0.0,Crucero,27.286666666666665
815,25.0,0.0,0.0,Crucero,27.28333333333333
816,25.0,0.0,0.0,Crucero,27.28
817,25.0,0.0,0.0,Crucero,27.276666666666667
818,25.0,0.0,0.0,Crucero,27.273333333333333
819,25.0,0.0,0.0,Crucero,27.27
820,25.0,0.0,0.0,Crucero,27.266666666666666
821,25.0,0.0,0.0,Crucero,27.263333333333332
822,25.0,0.0,0.0,Crucero,27.259999999999998
823,25.0,0.0,0.0,Crucero,27.256666666666668
824,25.0,0.0,0.0,Crucero,27.253333333333334
825,25.0,0.0,0.0,Crucero,27.25
826,25.0,0.0,0.0,Crucero,27.246666666666666
827,25.0,0.0,0.0,Crucero,27.243333333333332
828,25.0,0.0,0.0,Crucero,27.24
829,25.0,0.0,0.0,Crucero,27.236666666666665
830,25.0,0.0,0.0,Crucero,27.233333333333334
831,25.0,0.0,0.0,Crucero,27.23
832,25.0,0.0,0.0,Crucero,27.226666666666667
833,25.0,0.0,0.0,Crucero,27.223333333333333
834,25.0,0.0,0.0,Crucero,27.22
835,25.0,0.0,0.0,Crucero,27.216666666666665
836,25.0,0.0,0.0,Crucero,27.213333333333335
837,25.0,0.0,0.0,Crucero,27.21
838,25.0,0.0,0.0,Crucero,27.206666666666667
839,25.0,0.0,0.0,Crucero,27.203333333333333
840,25.0,0.0,0.0,Crucero,27.2
841,25.0,0.0,0.0,Crucero,27.196666666666665
842,25.0,0.0,0.0,Crucero,27.193333333333335
843,25.0,0.0,0.0,Crucero,27.19
844,25.0,0.0,0.0,Crucero,27.186666666666667
845,25.0,0.0,0.0,Crucero,27.183333333333334
846,25.0,0.0,0.0,Crucero,27.18
847,25.0,0.0,0.0,Crucero,27.176666666666666
848,25.0,0.0,0.0,Crucero,27.173333333333332
849,25.0,0.0,0.0,Crucero,27.17
850,25.0,0.0,0.0,Crucero,27.166666666666668
851,25.0,0.0,0.0,Crucero,27.163333333333334
852,25.0,0.0,0.0,Crucero,27.16
853,25.0,0.0,0.0,Crucero,27.156666666666666
854,25.0,0.0,0.0,Crucero,27.153333333333332
855,25.0,0.0,0.0,Crucero,27.15
856,25.0,0.0,0.0,Crucero,27.14666666666667
857,25.0,0.0,0.0,Crucero,27.143333333333334
858,25.0,0.0,0.0,Crucero,27.14
859,25.0,0.0,0.0,Crucero,27.136666666666667
860,25.0,0.0,0.0,Crucero,27.133333333333333
861,25.0,0.0,0.0,Crucero,27.13
862,25.0,0.0,0.0,Crucero,27.126666666666665
863,25.0,0.0,0.0,Crucero,27.123333333333335
864,25.0,0.0,0.0,Crucero,27.12
865,25.0,0.0,0.0,Crucero,27.116666666666667
866,25.0,0.0,0.0,Crucero,27.113333333333333
867,25.0,0.0,0.0,Crucero,27.11
868,25.0,0.0,0.0,Crucero,27.106666666666666
869,25.0,0.0,0.0,Crucero,27.10333333333333
870,25.0,0.0,0.0,Crucero,27.1
871,25.0,0.0,0.0,Crucero,27.096666666666668
872,25.0,0.0,0.0,Crucero,27.093333333333334
873,25.0,0.0,0.0,Crucero,27.09
874,25.0,0.0,0.0,Crucero,27.086666666666666
875,25.0,0.0,0.0,Crucero,27.083333333333332
876,25.0,0.0,0.0,Crucero,27.08
877,25.0,0.0,0.0,Crucero,27.076666666666668
878,25.0,0.0,0.0,Crucero,27.073333333333334
879,25.0,0.0,0.0,Crucero,27.07
880,25.0,0.0,0.0,Crucero,27.066666666666666
881,25.0,0.0,0.0,Crucero,27.063333333333333
882,25.0,0.0,0.0,Crucero,27.06
883,25.0,0.0,0.0,Crucero,27.056666666666665
884,25.0,0.0,0.0,Crucero,27.053333333333335
885,25.0,0.0,0.0,Crucero,27.05
886,25.0,0.0,0.0,Crucero,27.046666666666667
887,25.0,0.0,0.0,Crucero,27.043333333333333
888,25.0,0.0,0.0,Crucero,27.04
889,25.0,0.0,0.0,Crucero,27.036666666666665
890,25.0,0.0,0.0,Crucero,27.03333333333333
891,25.0,0.0,0.0,Crucero,27.03
892,25.0,0.0,0.0,Crucero,27.026666666666667
893,25.0,0.0,0.0,Crucero,27.023333333333333
894,25.0,0.0,0.0,Crucero,27.02
895,25.0,0.0,0.0,Crucero,27.016666666666666
896,25.0,0.0,0.0,Crucero,27.013333333333332
897,25.0,0.0,0.0,Crucero,27.009999999999998
898,25.0,0.0,0.0,Crucero,27.006666666666668
899,25.0,0.0,0.0,Crucero,27.003333333333334
900,25.0,0.0,0.0,Crucero,27.0
901,25.0,0.0,0.0,Crucero,26.996666666666666
902,25.0,0.0,0.0,Crucero,26.993333333333332
903,25.0,0.0,0.0,Crucero,26.99
904,25.0,0.0,0.0,Crucero,26.986666666666665
905,25.0,0.0,0.0,Crucero,26.983333333333334
906,25.0,0.0,0.0,Crucero,26.98
907,25.0,0.0,0.0,Crucero,26.976666666666667
908,25.0,0.0,0.0,Crucero,26.973333333333333
909,25.0,0.0,0.0,Crucero,26.97
910,25.0,0.0,0.0,Crucero,26.966666666666665
911,25.0,0.0,0.0,Crucero,26.96333333333333
912,25.0,0.0,0.0,Crucero,26.96
913,25.0,0.0,0.0,Crucero,26.956666666666667
914,25.0,0.0,0.0,Crucero,26.953333333333333
915,25.0,0.0,0.0,Crucero,26.95
916,25.0,0.0,0.0,Crucero,26.946666666666665
917,25.0,0.0,0.0,Crucero,26.943333333333335
918,25.0,0.0,0.0,Crucero,26.94
919,25.0,0.0,0.0,Crucero,26.936666666666667
920,25.0,0.0,0.0,Crucero,26.933333333333334
921,25.0,0.0,0.0,Crucero,26.93
922,25.0,0.0,0.0,Crucero,26.926666666666666
923,25.0,0.0,0.0,Crucero,26.923333333333332
924,25.0,0.0,0.0,Crucero,26.92
925,25.0,0.0,0.0,Crucero,26.916666666666668
926,25.0,0.0,0.0,Crucero,26.913333333333334
927,25.0,0.0,0.0,Crucero,26.91
928,25.0,0.0,0.0,Crucero,26.906666666666666
929,25.0,0.0,0.0,Crucero,26.903333333333332
930,25.0,0.0,0.0,Crucero,26.9
931,25.0,0.0,0.0,Crucero,26.89666666666667
932,25.0,0.0,0.0,Crucero,26.893333333333334
933,25.0,0.0,0.0,Crucero,26.89
934,25.0,0.0,0.0,Crucero,26.886666666666667
935,25.0,0.0,0.0,Crucero,26.883333333333333
936,25.0,0.0,0.0,Crucero,26.88
937,25.0,0.0,0.0,Crucero,26.876666666666665
938,25.0,0.0,0.0,Crucero,26.873333333333335
939,25.0,0.0,0.0,Crucero,26.87
940,25.0,0.0,0.0,Crucero,26.866666666666667
941,25.0,0.0,0.0,Crucero,26.863333333333333
942,25.0,0.0,0.0,Crucero,26.86
943,25.0,0.0,0.0,Crucero,26.856666666666666
944,25.0,0.0,0.0,Crucero,26.85333333333333
945,25.0,0.0,0.0,Crucero,26.85
946,25.0,0.0,0.0,Crucero,26.846666666666668
947,25.0,0.0,0.0,Crucero,26.843333333333334
948,25.0,0.0,0.0,Crucero,26.84
949,25.0,0.0,0.0,Crucero,26.836666666666666
950,25.0,0.0,0.0,Crucero,26.833333333333332
951,25.0,0.0,0.0,Crucero,26.83
952,25.0,0.0,0.0,Crucero,26.826666666666668
953,25.0,0.0,0.0,Crucero,26.823333333333334
954,25.0,0.0,0.0,Crucero,26.82
955,25.0,0.0,0.0,Crucero,26.816666666666666
956,25.0,0.0,0.0,Crucero,26.813333333333333
957,25.0,0.0,0.0,Crucero,26.81
958,25.0,0.0,0.0,Crucero,26.806666666666665
959,25.0,0.0,0.0,Crucero,26.803333333333335
960,25.0,0.0,0.0,Crucero,26.8
961,25.0,0.0,0.0,Crucero,26.796666666666667
962,25.0,0.0,0.0,Crucero,26.793333333333333
963,25.0,0.0,0.0,Crucero,26.79
964,25.0,0.0,0.0,Crucero,26.786666666666665
965,25.0,0.0,0.0,Crucero,26.78333333333333
966,25.0,0.0,0.0,Crucero,26.78
967,25.0,0.0,0.0,Crucero,26.776666666666667
968,25.0,0.0,0.0,Crucero,26.773333333333333
969,25.0,0.0,0.0,Crucero,26.77
970,25.0,0.0,0.0,Crucero,26.766666666666666
971,25.0,0.0,0.0,Crucero,26.763333333333332
972,25.0,0.0,0.0,Crucero,26.759999999999998
973,25.0,0.0,0.0,Crucero,26.756666666666668
974,25.0,0.0,0.0,Crucero,26.753333333333334
975,25.0,0.0,0.0,Crucero,26.75
976,25.0,0.0,0.0,Crucero,26.746666666666666
977,25.0,0.0,0.0,Crucero,26.743333333333332
978,25.0,0.0,0.0,Crucero,26.74
979,25.0,0.0,0.0,Crucero,26.736666666666665
980,25.0,0.0,0.0,Crucero,26.733333333333334
981,25.0,0.0,0.0,Crucero,26.73
982,25.0,0.0,0.0,Crucero,26.726666666666667
983,25.0,0.0,0.0,Crucero,26.723333333333333
984,25.0,0.0,0.0,Crucero,26.72
985,25.0,0.0,0.0,Crucero,26.716666666666665
986,25.0,0.0,0.0,Crucero,26.71333333333333
987,25.0,0.0,0.0,Crucero,26.71
988,25.0,0.0,0.0,Crucero,26.706666666666667
989,25.0,0.0,0.0,Crucero,26.703333333333333
990,25.0,0.0,0.0,Crucero,26.7
991,25.0,0.0,0.0,Crucero,26.696666666666665
992,25.0,0.0,0.0,Crucero,26.69333333333333
993,25.0,0.0,0.0,Crucero,26.69
994,25.0,0.0,0.0,Crucero,26.686666666666667
995,25.0,0.0,0.0,Crucero,26.683333333333334
996,25.0,0.0,0.0,Crucero,26.68
997,25.0,0.0,0.0,Crucero,26.676666666666666
998,25.0,0.0,0.0,Crucero,26.673333333333332
999,25.0,0.0,0.0,Crucero,26.67
1000,25.0,0.0,0.0,Crucero,26.666666666666668
1001,25.0,0.0,0.0,Crucero,26.663333333333334
1002,25.0,0.0,0.0,Crucero,26.66
1003,25.0,0.0,0.0,Crucero,26.656666666666666
1004,25.0,0.0,0.0,Crucero,26.653333333333332
1005,25.0,0.0,0.0,Crucero,26.65
1006,25.0,0.0,0.0,Crucero,26.64666666666667
1007,25.0,0.0,0.0,Crucero,26.643333333333334
1008,25.0,0.0,0.0,Crucero,26.64
1009,25.0,0.0,0.0,Crucero,26.636666666666667
1010,25.0,0.0,0.0,Crucero,26.633333333333333
1011,25.0,0.0,0.0,Crucero,26.63
1012,25.0,0.0,0.0,Crucero,26.626666666666665
1013,25.0,0.0,0.0,Crucero,26.623333333333335
1014,25.0,0.0,0.0,Crucero,26.62
1015,25.0,0.0,0.0,Crucero,26.616666666666667
1016,25.0,0.0,0.0,Crucero,26.613333333333333
1017,25.0,0.0,0.0,Crucero,26.61
1018,25.0,0.0,0.0,Crucero,26.606666666666666
1019,25.0,0.0,0.0,Crucero,26.60333333333333
